NetID,Classification,StudentSchoolName
LXA138353,Sophomore,Erik Jonsson School of Engineering and Computer Science
GXB141841,Junior,Erik Jonsson School of Engineering and Computer Science
CXM476184,Sophomore,Erik Jonsson School of Engineering and Computer Science
PXC299668,Freshmen,Erik Jonsson School of Engineering and Computer Science
IXY227663,Senior,Erik Jonsson School of Engineering and Computer Science
LXC496154,Junior,Erik Jonsson School of Engineering and Computer Science
TXP855743,Sophomore,Erik Jonsson School of Engineering and Computer Science
RXI295383,Sophomore,Erik Jonsson School of Engineering and Computer Science
LXS847662,Sophomore,Erik Jonsson School of Engineering and Computer Science
WXF364526,Sophomore,Erik Jonsson School of Engineering and Computer Science
HXP289510,Freshmen,Erik Jonsson School of Engineering and Computer Science
LXW951661,Senior,Erik Jonsson School of Engineering and Computer Science
SXA542558,Sophomore,Erik Jonsson School of Engineering and Computer Science
UXW913833,Senior,Erik Jonsson School of Engineering and Computer Science
BXR650712,Freshmen,Erik Jonsson School of Engineering and Computer Science
MXL999430,Senior,Erik Jonsson School of Engineering and Computer Science
WXS107456,Junior,Erik Jonsson School of Engineering and Computer Science
JXG437256,Senior,Naveen Jindal School of Management
FXB897003,Freshmen,Naveen Jindal School of Management
BXO990523,Sophomore,Naveen Jindal School of Management
IXK937764,Freshmen,Naveen Jindal School of Management
FXM245819,Junior,Naveen Jindal School of Management
KXL666795,Freshmen,Naveen Jindal School of Management
LXB210237,Sophomore,Naveen Jindal School of Management
AXS561916,Senior,Naveen Jindal School of Management
DXB421146,Senior,Naveen Jindal School of Management
GXJ696644,Senior,Naveen Jindal School of Management
MXM224647,Sophomore,Naveen Jindal School of Management
BXW134485,Junior,Naveen Jindal School of Management
MXG556735,Senior,Naveen Jindal School of Management
TXI659968,Junior,Naveen Jindal School of Management
MXK894412,Senior,Naveen Jindal School of Management
AXC964133,Freshmen,Naveen Jindal School of Management
CXH805110,Junior,Naveen Jindal School of Management
KXH556478,Senior,Naveen Jindal School of Management
RXT447111,Senior,Naveen Jindal School of Management
LXB552970,Sophomore,Naveen Jindal School of Management
MXH774465,Freshmen,Naveen Jindal School of Management
LXB201202,Sophomore,Naveen Jindal School of Management
ZXP589326,Senior,Naveen Jindal School of Management
JXP686807,Freshmen,Naveen Jindal School of Management
JXC151632,Junior,Naveen Jindal School of Management
CXK454161,Freshmen,Naveen Jindal School of Management
SXV655090,Junior,Naveen Jindal School of Management
EXL921121,Senior,Naveen Jindal School of Management
AXG237517,Senior,Naveen Jindal School of Management
TXG344766,Freshmen,Naveen Jindal School of Management
CXB520727,Senior,Naveen Jindal School of Management
AXH441829,Senior,Naveen Jindal School of Management
HXG683748,Freshmen,Naveen Jindal School of Management
BXK139718,Freshmen,Naveen Jindal School of Management
JXL359769,Sophomore,Naveen Jindal School of Management
SXV922243,Sophomore,Naveen Jindal School of Management
IXE746522,Sophomore,Naveen Jindal School of Management
AXF191481,Junior,Naveen Jindal School of Management
BXL975756,Freshmen,Naveen Jindal School of Management
CXG361747,Freshmen,Naveen Jindal School of Management
KXS440043,Freshmen,Naveen Jindal School of Management
CXK433972,Junior,Naveen Jindal School of Management
CXD279723,Freshmen,Naveen Jindal School of Management
MXB998488,Senior,Naveen Jindal School of Management
RXK896239,Freshmen,Naveen Jindal School of Management
JXF162399,Freshmen,Naveen Jindal School of Management
TXC580332,Junior,Naveen Jindal School of Management
JXC648072,Sophomore,Naveen Jindal School of Management
CXV305754,Junior,Naveen Jindal School of Management
KXB651901,Senior,Naveen Jindal School of Management
LXR943786,Sophomore,Naveen Jindal School of Management
KXF806348,Sophomore,Naveen Jindal School of Management
TXS615530,Sophomore,Naveen Jindal School of Management
JXM482954,Senior,Naveen Jindal School of Management
RXT142180,Junior,Naveen Jindal School of Management
DXS333262,Freshmen,Naveen Jindal School of Management
TXB291388,Junior,Naveen Jindal School of Management
MXR634199,Sophomore,Naveen Jindal School of Management
YXM343353,Senior,Naveen Jindal School of Management
AXB563026,Junior,Naveen Jindal School of Management
BXM789593,Junior,Naveen Jindal School of Management
BXV190846,Freshmen,Naveen Jindal School of Management
FXS395506,Junior,Naveen Jindal School of Management
WXB628879,Junior,Naveen Jindal School of Management
CXP840315,Senior,Naveen Jindal School of Management
VXT273060,Freshmen,Naveen Jindal School of Management
WXP748647,Senior,Naveen Jindal School of Management
BXR419961,Junior,Naveen Jindal School of Management
EXL570309,Senior,Naveen Jindal School of Management
HXA987293,Senior,Naveen Jindal School of Management
BXL604721,Freshmen,Naveen Jindal School of Management
AXH113107,Junior,Naveen Jindal School of Management
SXB843754,Junior,Naveen Jindal School of Management
SXW873495,Sophomore,Naveen Jindal School of Management
LXF259429,Junior,Naveen Jindal School of Management
DXR986620,Freshmen,Naveen Jindal School of Management
KXR885767,Sophomore,Naveen Jindal School of Management
TXD535522,Sophomore,Naveen Jindal School of Management
AXB699860,Sophomore,Naveen Jindal School of Management
HXM347903,Freshmen,Naveen Jindal School of Management
MXM159903,Junior,Naveen Jindal School of Management
LXB488702,Junior,Naveen Jindal School of Management
FXD775204,Freshmen,Naveen Jindal School of Management
PXC308937,Senior,Naveen Jindal School of Management
AXL460141,Sophomore,Naveen Jindal School of Management
BXK976041,Freshmen,Naveen Jindal School of Management
KXY430413,Senior,Naveen Jindal School of Management
LXB847397,Freshmen,Naveen Jindal School of Management
IXK215643,Senior,Naveen Jindal School of Management
TXH478557,Junior,Naveen Jindal School of Management
KXB956331,Sophomore,Naveen Jindal School of Management
MXH256310,Freshmen,Naveen Jindal School of Management
BXT520552,Junior,Naveen Jindal School of Management
DXW195933,Freshmen,Naveen Jindal School of Management
DXV757030,Senior,Naveen Jindal School of Management
GXM741937,Senior,Naveen Jindal School of Management
CXS153090,Freshmen,Naveen Jindal School of Management
BXD712003,Junior,Naveen Jindal School of Management
AXN919113,Junior,Naveen Jindal School of Management
JXC921269,Sophomore,Naveen Jindal School of Management
PXF926513,Freshmen,Naveen Jindal School of Management
MXB136576,Senior,Naveen Jindal School of Management
SXT388363,Freshmen,Naveen Jindal School of Management
BXL280036,Senior,Naveen Jindal School of Management
KXE372396,Senior,Naveen Jindal School of Management
AXC390634,Senior,Naveen Jindal School of Management
AXH634487,Senior,Naveen Jindal School of Management
TXL725093,Senior,Naveen Jindal School of Management
WXB894987,Sophomore,Naveen Jindal School of Management
BXP676333,Sophomore,Naveen Jindal School of Management
EXM921445,Senior,Naveen Jindal School of Management
SXL270790,Sophomore,Naveen Jindal School of Management
TXH218997,Senior,Naveen Jindal School of Management
FXB358476,Junior,Naveen Jindal School of Management
LXB580970,Freshmen,Naveen Jindal School of Management
GXM894625,Senior,Naveen Jindal School of Management
WXD916260,Freshmen,Naveen Jindal School of Management
LXB194747,Junior,Naveen Jindal School of Management
DXA183428,Senior,Naveen Jindal School of Management
FXW863179,Sophomore,Naveen Jindal School of Management
AXD163695,Freshmen,Naveen Jindal School of Management
EXC558513,Freshmen,Naveen Jindal School of Management
KXD163331,Senior,Naveen Jindal School of Management
JXG305909,Freshmen,Naveen Jindal School of Management
NXO155344,Junior,Naveen Jindal School of Management
KXH947269,Freshmen,Naveen Jindal School of Management
TXD384677,Junior,Naveen Jindal School of Management
AXS295208,Sophomore,Naveen Jindal School of Management
CXH993462,Senior,Naveen Jindal School of Management
BXV412472,Sophomore,Naveen Jindal School of Management
HXO426524,Senior,Naveen Jindal School of Management
PXS348622,Sophomore,Naveen Jindal School of Management
NXB767833,Freshmen,Naveen Jindal School of Management
CXP480186,Freshmen,Naveen Jindal School of Management
RXW691281,Freshmen,Naveen Jindal School of Management
CXD986282,Senior,Naveen Jindal School of Management
EXR824127,Sophomore,Naveen Jindal School of Management
JXA777513,Freshmen,Naveen Jindal School of Management
GXS244330,Senior,Naveen Jindal School of Management
JXC230408,Sophomore,Naveen Jindal School of Management
CXL653748,Sophomore,Naveen Jindal School of Management
IXH776486,Junior,Naveen Jindal School of Management
YXP337004,Freshmen,Naveen Jindal School of Management
LXR947129,Senior,Naveen Jindal School of Management
MXG716724,Freshmen,Naveen Jindal School of Management
JXB947331,Sophomore,Naveen Jindal School of Management
PXA347912,Senior,Naveen Jindal School of Management
JXP652255,Sophomore,Naveen Jindal School of Management
IXP582807,Freshmen,Naveen Jindal School of Management
HXS249140,Freshmen,Naveen Jindal School of Management
SXF518107,Sophomore,Naveen Jindal School of Management
VXC162613,Sophomore,Naveen Jindal School of Management
BXB855212,Freshmen,Naveen Jindal School of Management
KXL735204,Senior,Naveen Jindal School of Management
FXD335828,Freshmen,Naveen Jindal School of Management
RXC215566,Freshmen,Naveen Jindal School of Management
SXW425578,Freshmen,Naveen Jindal School of Management
VXW842738,Sophomore,Naveen Jindal School of Management
MXG432646,Senior,Naveen Jindal School of Management
MXA911122,Sophomore,Naveen Jindal School of Management
TXC986008,Junior,Naveen Jindal School of Management
CXP336371,Senior,Naveen Jindal School of Management
DXK285402,Freshmen,Naveen Jindal School of Management
KXK550025,Junior,Naveen Jindal School of Management
PXY380540,Junior,Naveen Jindal School of Management
FXN447414,Freshmen,Naveen Jindal School of Management
FXP501624,Senior,Naveen Jindal School of Management
IXV793876,Freshmen,Naveen Jindal School of Management
JXB147738,Senior,Naveen Jindal School of Management
BXI610535,Junior,Naveen Jindal School of Management
NXJ500370,Junior,Naveen Jindal School of Management
GXE721265,Senior,Naveen Jindal School of Management
JXL421074,Freshmen,Naveen Jindal School of Management
MXR266184,Sophomore,Naveen Jindal School of Management
KXC441275,Sophomore,Naveen Jindal School of Management
BXR712280,Senior,Naveen Jindal School of Management
GXH336722,Freshmen,Naveen Jindal School of Management
PXF106915,Junior,Naveen Jindal School of Management
DXJ880051,Senior,Naveen Jindal School of Management
SXL910817,Sophomore,Naveen Jindal School of Management
LXS910965,Junior,Naveen Jindal School of Management
CXK435709,Junior,Naveen Jindal School of Management
LXA889148,Senior,Naveen Jindal School of Management
AXF180970,Junior,Naveen Jindal School of Management
NXB718462,Sophomore,Naveen Jindal School of Management
DXA846756,Freshmen,Naveen Jindal School of Management
SXG402039,Senior,Naveen Jindal School of Management
JXD605395,Senior,Naveen Jindal School of Management
OXP252758,Freshmen,Naveen Jindal School of Management
JXC382246,Freshmen,Naveen Jindal School of Management
SXH933371,Senior,Naveen Jindal School of Management
LXR492438,Junior,Naveen Jindal School of Management
KXS130286,Senior,Naveen Jindal School of Management
RXF376346,Senior,Naveen Jindal School of Management
BXK699553,Freshmen,Naveen Jindal School of Management
MXB139039,Junior,Naveen Jindal School of Management
MXS401419,Freshmen,Naveen Jindal School of Management
LXK222246,Senior,Naveen Jindal School of Management
TXH799554,Junior,Naveen Jindal School of Management
CXL420687,Senior,Naveen Jindal School of Management
TXD675130,Junior,Naveen Jindal School of Management
TXP555756,Senior,Naveen Jindal School of Management
GXB153108,Sophomore,Naveen Jindal School of Management
KXR905077,Sophomore,Naveen Jindal School of Management
MXL135485,Junior,Naveen Jindal School of Management
CXH761213,Senior,Naveen Jindal School of Management
PXS103878,Freshmen,Naveen Jindal School of Management
CXM494056,Sophomore,Naveen Jindal School of Management
JXS566037,Junior,Naveen Jindal School of Management
AXR529667,Senior,Naveen Jindal School of Management
EXP931929,Senior,Naveen Jindal School of Management
YXC352787,Senior,Naveen Jindal School of Management
KXN388173,Junior,Naveen Jindal School of Management
KXT110283,Freshmen,Naveen Jindal School of Management
LXC200056,Freshmen,Naveen Jindal School of Management
CXW166951,Junior,Naveen Jindal School of Management
LXB246835,Senior,Naveen Jindal School of Management
LXG379628,Junior,Naveen Jindal School of Management
IXF325654,Junior,Naveen Jindal School of Management
BXE109133,Senior,Naveen Jindal School of Management
LXY863902,Senior,Naveen Jindal School of Management
MXF533643,Sophomore,Naveen Jindal School of Management
AXS424527,Sophomore,Naveen Jindal School of Management
BXB557439,Senior,Naveen Jindal School of Management
KXG397849,Junior,Naveen Jindal School of Management
WXS887393,Sophomore,Naveen Jindal School of Management
LXM449207,Sophomore,Naveen Jindal School of Management
FXL985058,Senior,Naveen Jindal School of Management
BXW944668,Freshmen,Naveen Jindal School of Management
WXS833191,Senior,Naveen Jindal School of Management
WXO966503,Freshmen,Naveen Jindal School of Management
SXG480463,Sophomore,Naveen Jindal School of Management
CXG356805,Junior,Naveen Jindal School of Management
TXC904398,Sophomore,Naveen Jindal School of Management
TXG531657,Sophomore,Naveen Jindal School of Management
RXB807961,Freshmen,Naveen Jindal School of Management
AXB877453,Junior,Naveen Jindal School of Management
BXE853659,Senior,Naveen Jindal School of Management
CXK724802,Freshmen,Naveen Jindal School of Management
MXK167371,Junior,Naveen Jindal School of Management
MXG970390,Junior,Naveen Jindal School of Management
GXS668465,Freshmen,Naveen Jindal School of Management
JXM704599,Sophomore,Naveen Jindal School of Management
AXG502236,Freshmen,Naveen Jindal School of Management
GXM790614,Sophomore,Naveen Jindal School of Management
RXS277664,Sophomore,Naveen Jindal School of Management
MXW179002,Freshmen,Naveen Jindal School of Management
SXI338271,Sophomore,Naveen Jindal School of Management
HXF540744,Freshmen,Naveen Jindal School of Management
AXK518127,Junior,Naveen Jindal School of Management
BXL746702,Sophomore,Naveen Jindal School of Management
OXR357363,Sophomore,Naveen Jindal School of Management
KXO765130,Sophomore,Naveen Jindal School of Management
DXW844236,Junior,Naveen Jindal School of Management
JXG661275,Freshmen,Naveen Jindal School of Management
BXL140377,Sophomore,Naveen Jindal School of Management
OXC128408,Junior,Naveen Jindal School of Management
AXA584325,Junior,Naveen Jindal School of Management
CXP637674,Junior,Naveen Jindal School of Management
JXP188637,Sophomore,Naveen Jindal School of Management
GXE669200,Junior,Naveen Jindal School of Management
AXT205374,Junior,Naveen Jindal School of Management
NXL881126,Freshmen,Naveen Jindal School of Management
EXS174422,Freshmen,Naveen Jindal School of Management
LXR852658,Sophomore,Naveen Jindal School of Management
HXM146763,Sophomore,Naveen Jindal School of Management
KXC578222,Freshmen,Naveen Jindal School of Management
RXY971381,Senior,Naveen Jindal School of Management
LXR858789,Sophomore,Naveen Jindal School of Management
TXP909331,Senior,Naveen Jindal School of Management
EXM121489,Freshmen,Naveen Jindal School of Management
VXH296442,Sophomore,Naveen Jindal School of Management
GXD659357,Freshmen,Naveen Jindal School of Management
AXP412551,Junior,Naveen Jindal School of Management
RXH287103,Senior,Naveen Jindal School of Management
JXG507714,Junior,Naveen Jindal School of Management
JXO807960,Freshmen,Naveen Jindal School of Management
OXC403337,Freshmen,Naveen Jindal School of Management
AXS232057,Sophomore,Naveen Jindal School of Management
NXT527753,Sophomore,Naveen Jindal School of Management
JXT798972,Senior,Naveen Jindal School of Management
PXL267544,Freshmen,Naveen Jindal School of Management
HXP731703,Junior,Naveen Jindal School of Management
PXL263887,Senior,Naveen Jindal School of Management
SXT455061,Senior,Naveen Jindal School of Management
EXS271765,Junior,Naveen Jindal School of Management
TXG505189,Junior,Naveen Jindal School of Management
KXA945427,Senior,Naveen Jindal School of Management
CXW126673,Sophomore,Naveen Jindal School of Management
AXS186956,Sophomore,Naveen Jindal School of Management
LXG329790,Sophomore,Naveen Jindal School of Management
EXA532142,Senior,Naveen Jindal School of Management
JXG621739,Junior,Naveen Jindal School of Management
GXE945228,Senior,Naveen Jindal School of Management
KXD620008,Senior,Naveen Jindal School of Management
GXM964489,Senior,Naveen Jindal School of Management
DXR996904,Sophomore,Naveen Jindal School of Management
BXS465284,Sophomore,Naveen Jindal School of Management
AXH369553,Freshmen,Naveen Jindal School of Management
KXD361305,Sophomore,Naveen Jindal School of Management
FXR381784,Sophomore,Naveen Jindal School of Management
LXA817570,Sophomore,Naveen Jindal School of Management
AXP464064,Senior,Naveen Jindal School of Management
CXT570088,Freshmen,Naveen Jindal School of Management
BXT593501,Freshmen,Naveen Jindal School of Management
PXW513947,Freshmen,Naveen Jindal School of Management
LXA723873,Senior,Naveen Jindal School of Management
MXB653607,Senior,Naveen Jindal School of Management
CXJ440461,Junior,Naveen Jindal School of Management
AXP444602,Freshmen,Naveen Jindal School of Management
GXR103770,Senior,Naveen Jindal School of Management
MXS586199,Senior,Naveen Jindal School of Management
NXF589252,Senior,Naveen Jindal School of Management
JXG667041,Freshmen,Naveen Jindal School of Management
LXB341919,Freshmen,Naveen Jindal School of Management
CXK157860,Freshmen,Naveen Jindal School of Management
JXH973996,Freshmen,Naveen Jindal School of Management
MXM134688,Junior,Naveen Jindal School of Management
RXB531540,Sophomore,Naveen Jindal School of Management
DXF544383,Freshmen,Naveen Jindal School of Management
RXA228958,Junior,Naveen Jindal School of Management
DXC619042,Senior,Naveen Jindal School of Management
SXD482644,Freshmen,Naveen Jindal School of Management
MXS508971,Freshmen,Naveen Jindal School of Management
TXB503861,Junior,Naveen Jindal School of Management
AXH420789,Junior,Naveen Jindal School of Management
NXC877054,Junior,Naveen Jindal School of Management
UXP424323,Senior,Naveen Jindal School of Management
JXT765736,Freshmen,Naveen Jindal School of Management
BXP125068,Junior,Naveen Jindal School of Management
KXK921963,Junior,Naveen Jindal School of Management
AXB611971,Junior,Naveen Jindal School of Management
FXO443999,Senior,Naveen Jindal School of Management
EXC973817,Senior,Naveen Jindal School of Management
MXW422099,Junior,Naveen Jindal School of Management
TXA981069,Junior,Naveen Jindal School of Management
JXB645023,Senior,Naveen Jindal School of Management
LXD843095,Senior,Naveen Jindal School of Management
CXB591009,Senior,Naveen Jindal School of Management
KXP730306,Junior,Naveen Jindal School of Management
AXA733610,Sophomore,Naveen Jindal School of Management
WXF629035,Sophomore,Naveen Jindal School of Management
KXM120706,Freshmen,Naveen Jindal School of Management
MXF376997,Sophomore,Naveen Jindal School of Management
AXB404395,Junior,Naveen Jindal School of Management
DXH442712,Senior,Naveen Jindal School of Management
LXB609515,Sophomore,Naveen Jindal School of Management
RXD177467,Junior,Naveen Jindal School of Management
AXC746191,Sophomore,Naveen Jindal School of Management
CXD385833,Sophomore,Naveen Jindal School of Management
SXC927026,Freshmen,Naveen Jindal School of Management
TXP694466,Senior,Naveen Jindal School of Management
MXH216146,Freshmen,Naveen Jindal School of Management
CXL731131,Junior,Naveen Jindal School of Management
HXR322800,Senior,Naveen Jindal School of Management
FXE936650,Senior,Naveen Jindal School of Management
LXG585298,Senior,Naveen Jindal School of Management
MXD553864,Sophomore,Naveen Jindal School of Management
EXH725960,Senior,Naveen Jindal School of Management
CXM845093,Sophomore,Naveen Jindal School of Management
PXC430842,Freshmen,Naveen Jindal School of Management
EXW689526,Senior,Naveen Jindal School of Management
LXP420274,Sophomore,Naveen Jindal School of Management
SXC403857,Freshmen,Naveen Jindal School of Management
DXD273765,Freshmen,Naveen Jindal School of Management
AXF465781,Freshmen,Naveen Jindal School of Management
AXG871874,Senior,Naveen Jindal School of Management
BXS586985,Freshmen,Naveen Jindal School of Management
GXS815959,Freshmen,Naveen Jindal School of Management
MXS932460,Senior,Naveen Jindal School of Management
AXP857111,Junior,Naveen Jindal School of Management
EXT908638,Junior,Naveen Jindal School of Management
CXC647481,Senior,Naveen Jindal School of Management
SXD472901,Sophomore,Naveen Jindal School of Management
CXH147154,Sophomore,Naveen Jindal School of Management
DXB461110,Freshmen,Naveen Jindal School of Management
HXB336177,Junior,Naveen Jindal School of Management
AXL271655,Junior,Naveen Jindal School of Management
LXS198932,Sophomore,Naveen Jindal School of Management
RXM958001,Freshmen,Naveen Jindal School of Management
MXC859388,Sophomore,Naveen Jindal School of Management
BXS545654,Freshmen,Naveen Jindal School of Management
AXF998203,Freshmen,Naveen Jindal School of Management
NXK309486,Senior,Naveen Jindal School of Management
CXM183724,Sophomore,Naveen Jindal School of Management
SXT168848,Freshmen,Naveen Jindal School of Management
SXK971139,Senior,Naveen Jindal School of Management
KXW800683,Freshmen,Naveen Jindal School of Management
HXR760429,Freshmen,Naveen Jindal School of Management
TXW191842,Sophomore,Naveen Jindal School of Management
DXH162908,Senior,Naveen Jindal School of Management
AXP610751,Senior,Naveen Jindal School of Management
SXT852634,Senior,Naveen Jindal School of Management
RXE201420,Junior,Naveen Jindal School of Management
BXD436619,Senior,Naveen Jindal School of Management
YXM460572,Sophomore,Naveen Jindal School of Management
BXE851465,Sophomore,Naveen Jindal School of Management
JXC117248,Freshmen,Naveen Jindal School of Management
DXB623522,Junior,Naveen Jindal School of Management
HXM198699,Freshmen,Naveen Jindal School of Management
JXC594349,Sophomore,Naveen Jindal School of Management
LXG797329,Freshmen,Naveen Jindal School of Management
GXD428425,Senior,Naveen Jindal School of Management
BXD432061,Sophomore,Naveen Jindal School of Management
AXO475400,Junior,Naveen Jindal School of Management
MXL989070,Junior,Naveen Jindal School of Management
CXM152656,Junior,Naveen Jindal School of Management
GXA521131,Sophomore,Naveen Jindal School of Management
AXL322621,Junior,Naveen Jindal School of Management
NXT897798,Sophomore,Naveen Jindal School of Management
JXC306269,Freshmen,Naveen Jindal School of Management
MXT234057,Senior,Naveen Jindal School of Management
TXD889695,Senior,Naveen Jindal School of Management
MXJ204083,Sophomore,Naveen Jindal School of Management
TXS703703,Sophomore,Naveen Jindal School of Management
BXP495079,Freshmen,Naveen Jindal School of Management
JXI726676,Sophomore,Naveen Jindal School of Management
FXQ916088,Sophomore,Naveen Jindal School of Management
EXG664500,Senior,Naveen Jindal School of Management
AXB696188,Senior,Naveen Jindal School of Management
GXF150667,Freshmen,Naveen Jindal School of Management
JXS918568,Sophomore,Naveen Jindal School of Management
PXM766332,Junior,Naveen Jindal School of Management
CXH956988,Senior,Naveen Jindal School of Management
EXM283240,Sophomore,Naveen Jindal School of Management
MXK448656,Junior,Naveen Jindal School of Management
AXB700713,Sophomore,Naveen Jindal School of Management
TXF181387,Junior,Naveen Jindal School of Management
SXA114191,Junior,Naveen Jindal School of Management
KXM744320,Senior,Naveen Jindal School of Management
RXT968498,Sophomore,Naveen Jindal School of Management
GXL357941,Freshmen,Naveen Jindal School of Management
KXM707960,Sophomore,Naveen Jindal School of Management
MXG233342,Junior,Naveen Jindal School of Management
CXF109685,Sophomore,Naveen Jindal School of Management
PXG174919,Junior,Naveen Jindal School of Management
DXM356634,Junior,Naveen Jindal School of Management
LXR161503,Junior,Naveen Jindal School of Management
CXT913126,Senior,Naveen Jindal School of Management
CXF239845,Junior,Naveen Jindal School of Management
WXM604992,Sophomore,Naveen Jindal School of Management
NXH497082,Freshmen,Naveen Jindal School of Management
DXG821795,Senior,Naveen Jindal School of Management
GXD863194,Sophomore,Naveen Jindal School of Management
HXK483864,Junior,Naveen Jindal School of Management
HXB619489,Junior,Naveen Jindal School of Management
RXS723016,Sophomore,Naveen Jindal School of Management
CXF906051,Junior,Naveen Jindal School of Management
CXC613844,Junior,Naveen Jindal School of Management
FXR803439,Freshmen,Naveen Jindal School of Management
BXW550041,Sophomore,Naveen Jindal School of Management
GXK346639,Sophomore,Naveen Jindal School of Management
TXO313086,Junior,Naveen Jindal School of Management
AXP861682,Senior,Naveen Jindal School of Management
RXS217080,Senior,Naveen Jindal School of Management
GXF625354,Senior,Naveen Jindal School of Management
EXT895892,Senior,Naveen Jindal School of Management
HXF425024,Senior,Naveen Jindal School of Management
GXA763307,Junior,Naveen Jindal School of Management
JXK833018,Freshmen,Naveen Jindal School of Management
PXC328434,Senior,Naveen Jindal School of Management
CXC125382,Junior,Naveen Jindal School of Management
AXG975914,Senior,Naveen Jindal School of Management
WXF567301,Sophomore,Naveen Jindal School of Management
BXW317556,Senior,Naveen Jindal School of Management
RXL821751,Sophomore,Naveen Jindal School of Management
TXB188472,Sophomore,Naveen Jindal School of Management
JXM984854,Junior,Naveen Jindal School of Management
MXB432659,Sophomore,Naveen Jindal School of Management
HXB953660,Sophomore,Naveen Jindal School of Management
SXS178787,Sophomore,Naveen Jindal School of Management
IXK221899,Senior,Naveen Jindal School of Management
LXF549436,Freshmen,Naveen Jindal School of Management
AXK524844,Freshmen,Naveen Jindal School of Management
PXM261712,Senior,Naveen Jindal School of Management
CXB104140,Senior,Naveen Jindal School of Management
MXA290944,Sophomore,Naveen Jindal School of Management
GXS193883,Senior,Naveen Jindal School of Management
TXB309943,Senior,Naveen Jindal School of Management
PXW441134,Freshmen,Naveen Jindal School of Management
GXS567505,Junior,Naveen Jindal School of Management
RXP442732,Sophomore,Naveen Jindal School of Management
WXK780912,Senior,Naveen Jindal School of Management
SXA393517,Sophomore,Naveen Jindal School of Management
AXB502001,Freshmen,Naveen Jindal School of Management
DXF468233,Senior,Naveen Jindal School of Management
NXH449146,Junior,Naveen Jindal School of Management
BXT134675,Senior,Naveen Jindal School of Management
EXM988467,Junior,Naveen Jindal School of Management
AXI275420,Freshmen,Naveen Jindal School of Management
CXG135171,Senior,Naveen Jindal School of Management
AXE173918,Sophomore,Naveen Jindal School of Management
DXC767704,Senior,Naveen Jindal School of Management
LXL176338,Sophomore,Naveen Jindal School of Management
MXB917937,Freshmen,Naveen Jindal School of Management
EXC568359,Sophomore,Naveen Jindal School of Management
JXN209946,Freshmen,Naveen Jindal School of Management
LXW397746,Freshmen,Naveen Jindal School of Management
AXM992399,Junior,Naveen Jindal School of Management
DXB299532,Senior,Naveen Jindal School of Management
TXG998285,Junior,Naveen Jindal School of Management
AXK181955,Senior,Naveen Jindal School of Management
CXB777536,Sophomore,Naveen Jindal School of Management
LXS290674,Sophomore,Naveen Jindal School of Management
LXS106542,Junior,Naveen Jindal School of Management
CXG514401,Freshmen,Naveen Jindal School of Management
EXd168175,Freshmen,Naveen Jindal School of Management
GXK817011,Freshmen,Naveen Jindal School of Management
BXS981942,Freshmen,Naveen Jindal School of Management
KXE896748,Junior,Naveen Jindal School of Management
CXG433406,Senior,Naveen Jindal School of Management
DXD393370,Sophomore,Naveen Jindal School of Management
HXC436229,Junior,Naveen Jindal School of Management
MXW554826,Sophomore,Naveen Jindal School of Management
HXF869467,Junior,Naveen Jindal School of Management
VXC314387,Sophomore,Naveen Jindal School of Management
RXM808817,Freshmen,Naveen Jindal School of Management
PXS924593,Senior,Naveen Jindal School of Management
FXH797846,Sophomore,Naveen Jindal School of Management
SXG104600,Senior,Naveen Jindal School of Management
FXW508184,Sophomore,Naveen Jindal School of Management
KXG594435,Junior,Naveen Jindal School of Management
KXK701019,Freshmen,Naveen Jindal School of Management
KXA757608,Sophomore,Naveen Jindal School of Management
OXL490445,Senior,Naveen Jindal School of Management
VXD299407,Sophomore,Naveen Jindal School of Management
MXH524223,Junior,Naveen Jindal School of Management
LXM114668,Sophomore,Naveen Jindal School of Management
PXA427832,Senior,Naveen Jindal School of Management
KXB713833,Junior,Naveen Jindal School of Management
KXB101101,Freshmen,Naveen Jindal School of Management
BXM821509,Junior,Naveen Jindal School of Management
AXT201270,Senior,Naveen Jindal School of Management
DXH575565,Senior,Naveen Jindal School of Management
RXH744049,Senior,Naveen Jindal School of Management
GXC743647,Sophomore,Naveen Jindal School of Management
CXB962292,Freshmen,Naveen Jindal School of Management
KXB345378,Junior,Naveen Jindal School of Management
RXL497675,Junior,Naveen Jindal School of Management
JXS984973,Sophomore,Naveen Jindal School of Management
FXY175410,Sophomore,Naveen Jindal School of Management
DXE328478,Freshmen,Naveen Jindal School of Management
LXK717428,Sophomore,Naveen Jindal School of Management
LXC965240,Junior,Naveen Jindal School of Management
TXK964476,Junior,Naveen Jindal School of Management
CXB271531,Freshmen,Naveen Jindal School of Management
IXD930523,Junior,Naveen Jindal School of Management
FXA346080,Freshmen,Naveen Jindal School of Management
JXJ496734,Junior,Naveen Jindal School of Management
NXJ299194,Junior,Naveen Jindal School of Management
SXR215719,Junior,Naveen Jindal School of Management
IXB165888,Junior,Naveen Jindal School of Management
DXK804957,Senior,Naveen Jindal School of Management
HXG125970,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
AXF259066,Freshmen,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
MXR486129,Sophomore,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
EXB680095,Senior,"Harry W. Bass Jr. School of Arts, Humanities, and Technology"
